genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
latin rock,0.221514565,0.612339183,261235.924,0.655871007,0.097428518,0.19117606,-8.957165057,0.053582465,122.8675743,0.603839958,51.50090779,7,1
latin ska,0.04572,0.7,244973.5,0.8445,0,0.10575,-5.0625,0.0445,127.517,0.7755,51,11,1
latin soundtrack,0.629254902,0.436588235,208647.7745,0.464326144,0.525172074,0.138366013,-11.89421895,0.035639216,123.9291569,0.493735294,37.57843137,7,0
latin talent show,0.711717949,0.49625641,214496.5128,0.373333333,0.002258634,0.201364103,-8.009153846,0.036,127.2045897,0.485102564,53.61538462,4,1
latin tech house,0.002906808,0.763860784,380285.9863,0.874566667,0.847188235,0.212261176,-6.326272549,0.053838235,124.5194216,0.448670588,1.894117647,2,1
latin viral pop,0.240684473,0.643732993,230210.9575,0.694651361,0.017714223,0.164769558,-7.539005102,0.083620238,128.0089609,0.636028571,53.08163265,0,1
latin worship,0.397104019,0.503297398,309344.5796,0.541780596,0.022573725,0.34072649,-8.518492411,0.040976302,124.4029361,0.358333461,43.40214534,2,1
latino comedy,0.576133333,0.544,238493.6667,0.756,0,0.626333333,-13.10333333,0.650333333,82.608,0.471333333,45.33333333,6,1
latintronica,0.0701,0.8,192760,0.685,6.22E-06,0.278,-5.841,0.0778,96.986,0.899,65,6,0
latinx alternative,0.16542,0.7848,219600.4,0.6108,0.1372,0.18462,-9.082,0.0823,101.0504,0.7326,54.8,11,1
latvian metal,0.118,0.809,491816,0.728,0.846,0.112,-12.454,0.0516,125.006,0.394,0,9,0
latvian pop,0.795,0.267,182860,0.38,7.20E-05,0.0978,-10.589,0.03285,96.3045,0.2069,0,3,1
lds,0.787821029,0.488136543,225165.344,0.34910642,0.218038938,0.129060864,-12.02022798,0.04873251,111.3371272,0.301038436,11.70082305,10,1
lds youth,0.201733333,0.584133333,230332.8333,0.604566667,8.74E-06,0.132886667,-5.7695,0.04139,120.4272333,0.337,59.96666667,6,0
lebanese indie,0.265,0.0632,202187,0.256,0.859,0.101,-21.541,0.0423,66.419,0.0426,1,9,1
lebanese pop,0.718884118,0.480816667,331464.0289,0.325713039,0.148996713,0.197456765,-13.02081814,0.043643775,105.0262569,0.439985784,28.90784314,5,0
leicester indie,0.018856473,0.429666667,105597.5,0.916,0.635170517,0.1474,-7.904666667,0.06595,128.4961667,0.253666667,34.16666667,1,1
levenslied,0.0116,0.743,156897,0.844,7.84E-06,0.0599,-5.54,0.149,127.989,0.833,0,8,1
lexington ky indie,0.00055,0.386,273653,0.941,0,0.14,-2.168,0.0515,90.913,0.483,48,6,1
lgbtq+ hip hop,0.169456722,0.703217757,232898.9008,0.645188647,0.035200158,0.179975182,-7.316977303,0.189949578,121.4632229,0.503319279,51.66293618,7,0
library music,0.690956203,0.446166254,152325.3358,0.338893719,0.593873646,0.133035712,-15.29533286,0.052201999,114.9917765,0.488014987,22.88277229,0,1
libyan pop,0.771,0.661,278375,0.416,6.25E-06,0.129,-10.337,0.0324,106.217,0.66,37,6,0
liechtenstein,0.975,0.146,340893,0.16,0.888,0.0844,-20.191,0.0398,81.19,0.0602,36,9,1
liedermacher,0.298191233,0.472166667,259628.6667,0.583666667,0.06185,0.423,-10.4815,0.044316667,122.3591667,0.478,36.83333333,11,1
light music,0.879299849,0.298733636,270616.4403,0.247145767,0.412114513,0.225786376,-15.92979074,0.042557143,114.2259268,0.295738927,15.68208617,7,1
lilith,0.387835863,0.558112273,236117.118,0.51718276,0.050387939,0.169480939,-9.964809913,0.051944852,120.9691923,0.448822618,41.58925193,9,1
liquid funk,0.0842541,0.551267857,296266.325,0.738378571,0.383748762,0.285373571,-8.327917857,0.102261429,135.2801,0.477360714,22.44285714,11,1
lithuanian electronic,0.0038,0.768,352670,0.64,0.486,0.075,-8.095,0.0508,116.002,0.22,17,1,1
lithuanian folk,0.973,0.339,193773,0.121,0,0.63,-15.457,0.0311,105.446,0.164,0,9,1
liverpool indie,0.444074862,0.459411111,308935.8778,0.500155556,0.050753245,0.218973333,-9.339777778,0.056851111,122.9176222,0.534277778,9.366666667,6,1
livetronica,0.181420182,0.579020202,339723.803,0.63059596,0.576346566,0.200014141,-8.023212121,0.05590101,122.3742626,0.4168,48.13131313,7,1
lldm,0.942,0.584,146800,0.0857,0,0.144,-23.725,0.0441,93.517,0.475,56,3,1
lo-fi,0.310422178,0.493500651,243853.6278,0.610286497,0.306869047,0.17311703,-9.989436239,0.055433865,123.0128613,0.495293965,38.2992753,7,1
lo-fi beats,0.583198426,0.666030489,175770.8098,0.353376584,0.62777257,0.148067854,-12.98503177,0.102189371,105.070994,0.406689892,39.41627937,7,1
lo-fi chill,0.676678558,0.705395299,143302.8688,0.256213761,0.182328879,0.164141581,-14.43805214,0.186015684,115.5258556,0.403511966,66.38376068,7,1
lo-fi cover,0.369725,0.53675,137590.5,0.3686,0.6265,0.201875,-12.87775,0.103125,132.086,0.58325,22.75,1,1
lo-fi emo,0.224919407,0.483478963,226681.4407,0.624558889,0.279083226,0.159418815,-9.471041481,0.071465963,113.9417156,0.428111852,46.67814815,7,1
lo-fi house,0.38545,0.7645,162371,0.275,0.9575,0.1681,-11.839,0.09135,83.185,0.383,67,7,1
lo-fi indie,0.495737292,0.480123768,207588.0404,0.487773085,0.428983188,0.12826029,-11.75113602,0.057477081,115.9229383,0.420589545,41.08012422,7,1
lo-fi vgm,0.629,0.705,213000,0.707,0,0.0548,-9.757,0.365,108.121,0.676,15,9,1
london rap,0.142566667,0.698333333,168902.3333,0.5,0,0.0937,-7.315666667,0.198,111.0786667,0.502333333,72.33333333,11,0
louisiana blues,0.588887165,0.62124708,206794.8609,0.481824936,0.146661268,0.178205668,-12.33352585,0.050790031,116.775013,0.704594309,29.4218169,7,1
louisiana metal,0.012564299,0.390916667,314140,0.786333333,0.255996658,0.1009125,-7.720333333,0.0922125,125.9077083,0.425541667,34.5,9,1
louisville indie,0.084233833,0.489,295607.7917,0.815291667,0.041329,0.3326625,-5.069583333,0.049733333,103.4350833,0.499329167,16.58333333,4,1
louisville underground,0.110515713,0.3444375,318438.5,0.624025,0.516144375,0.23411875,-12.8436875,0.0485125,117.1164375,0.18215625,37.9375,3,1
lounge,0.696277584,0.477173156,198159.9975,0.369960035,0.261664443,0.192915408,-12.74098407,0.058413625,113.917657,0.469120486,24.5669681,5,1
lounge house,0.285223333,0.653166667,237736.6667,0.38525,0.561710598,0.188816667,-11.47833333,0.039016667,110.93025,0.220683333,0,6,1
lovers rock,0.225703241,0.756583113,220251.0796,0.518417844,0.056485008,0.141840741,-10.14694208,0.126772413,114.003232,0.75869463,38.89218717,11,1
lullaby,0.752877124,0.471644444,176346.9556,0.209304718,0.491245962,0.093799739,-18.16446144,0.070956078,94.09475033,0.379853595,51.92679739,0,1
lund indie,0.9,0.224,267307,0.373,0.519,0.221,-11.176,0.0341,132.061,0.0976,38,0,1
lute,0.57048,0.493,210694.8,0.269952,0.8826,0.09652,-21.935,0.0615,121.8386,0.6534,11.2,5,1
macedonian electronic,0.00968,0.775,364800,0.974,0.819,0.449,-4.862,0.0456,124.996,0.307,0,7,0
macedonian folk,0.496010551,0.449194482,256685.4896,0.614490943,0.011117548,0.273369522,-8.4199076,0.047646661,117.2274923,0.666509225,3.063510738,2,1
macedonian pop,0.5865,0.354,290457,0.6095,0.0180561,0.367,-8.3275,0.03725,117.23,0.4385,1,4,0
madchester,0.071389548,0.52591988,238214.0631,0.773913746,0.136470152,0.198149322,-8.619609814,0.048260976,121.8783041,0.60389532,43.29476757,9,1
madrigal,0.887,0.41626,206592,0.17326,0.29545,0.187,-17.937,0.11408,90.9182,0.26158,23,6,1
magyar alternative,0.648166667,0.597,733455.6667,0.245166667,0,0.2145,-20.75933333,0.8545,93.50283333,0.314333333,1,7,1
maine hip hop,0.145,0.636,249160,0.774,0,0.633,-5.474,0.344,92.429,0.774,49,0,1
maine indie,0.160933333,0.537333333,183931.6667,0.591,0.4425,0.237666667,-10.98033333,0.058733333,115.045,0.378333333,15.66666667,9,0
mainland chinese pop,0.787,0.431,232333,0.2,0,0.257,-10.87,0.0449,210.534,0.309,50,2,1
makossa,0.5008,0.657333333,374426.5833,0.668083333,0.2934975,0.2239,-9.21575,0.049641667,114.3815,0.779333333,23.41666667,2,1
malaysian hip hop,3.96E-06,0.335,125969,0.963,0.922,0.318,-12.452,0.0439,137.194,0.431,9,2,1
malaysian mandopop,0.4374,0.6648,186394.6,0.7334,0,0.1148,-3.6562,0.03,117.6156,0.7868,37.2,5,1
malaysian pop,0.135266667,0.529,247023,0.643,0.032106667,0.125,-5.548333333,0.039466667,138.3366667,0.234666667,53.66666667,9,0
malian blues,0.40555,0.608325,318207.95,0.465825,0.0136878,0.223915,-12.798,0.041175,114.4408,0.7041,32.75,7,1
mallet,0.911666667,0.3252,456377.5333,0.247213333,0.196066667,0.109706667,-17.27206667,0.043426667,95.3774,0.262506667,28.4,11,0
mambo,0.66362071,0.585579283,201470.0914,0.559915224,0.332161353,0.170726955,-9.469864416,0.05860098,115.4336378,0.719783902,16.74767703,7,1
manchester hip hop,0.3175,0.7165,271037.5,0.4955,0,0.2168,-8.4525,0.03535,118.276,0.6365,55,3,1
mande pop,0.605962393,0.568124501,346959.7527,0.467725641,0.081932348,0.189408376,-11.32361254,0.040090313,116.6619026,0.67828661,30.47293447,7,0
mandolin,0.547478812,0.523955009,248480.3619,0.421809176,0.180979401,0.176100563,-12.81649637,0.048540124,124.5544792,0.54620984,37.3545656,7,1
mandopop,0.553527597,0.554272197,274294.2515,0.415510179,0.012187229,0.194953369,-10.218282,0.03334269,125.2471471,0.318605684,46.89793399,7,1
manguebeat,0.46575,0.667966216,206491.8851,0.604722973,0.003368217,0.162086486,-8.974841216,0.086780405,103.5737196,0.720753378,47.31081081,7,1
manila sound,0.523875,0.593208333,248846.6667,0.343208333,0.016169008,0.207004167,-14.36354167,0.054875,125.743625,0.709625,42.16666667,5,1
manitoba indie,0.051,0.388,235033.5,0.6675,0.00658,0.1296,-5.973,0.04275,173.9455,0.466,46,1,1
mantra,0.434066667,0.556833333,237145.8333,0.526833333,0,0.125833333,-9.208833333,0.0562,123.4283333,0.418233333,1,6,0
marathi pop,0.228,0.599,165199,0.924,1.16E-06,0.362,-3.308,0.087,104.867,0.636,0,1,0
marathi traditional,0.910588967,0.442206159,227840.1994,0.340896504,0.497889566,0.275560673,-13.84647759,0.105271147,97.84993179,0.621510683,0.335016835,4,1
marching band,0.686525,0.523275,182192.975,0.53735,0.66089696,0.1907875,-11.33865,0.039325,117.7471,0.65755,15.85,10,1
mariachi,0.544192583,0.543250792,204666.426,0.410559429,0.08833959,0.222418832,-9.518208489,0.044809224,126.961699,0.65217841,34.7074424,0,1
mariachi cristiano,0.399350948,0.636037347,255181.7687,0.500439242,0.005526179,0.165607246,-8.955018952,0.03247893,119.8428584,0.54450223,42.59364548,7,1
marimba orquesta,0.0526,0.687,165227,0.663,2.11E-05,0.212,-7.044,0.0404,151.333,0.94,25,11,1
martial industrial,0.373266667,0.379333333,247551.3333,0.547333333,0.343333333,0.226666667,-10.74733333,0.034633333,108.1663333,0.409,38.33333333,4,0
mashup,0.047848741,0.641703704,317310.9444,0.843703704,0.269139511,0.187601852,-6.617833333,0.083977778,116.5756296,0.422281481,25.16666667,10,0
math pop,0.0216,0.661,190550,0.763,3.03E-06,0.114,-4.241,0.0472,124.971,0.24,0,0,1
math rock,0.407250475,0.543625,258265.6667,0.560016667,0.255807917,0.151445833,-12.854125,0.063786111,107.449625,0.463770833,37.625,7,1
mathcore,0.001327733,0.35,169435.6667,0.912333333,0.181198833,0.1644,-6.619166667,0.173833333,127.1963333,0.213,13.66666667,11,0
mathgrind,0.000108,0.283,59560,0.898,0.542,0.347,-6.703,0.217,139.952,0.137,0,0,1
mbalax,0.8115,0.4765,300073.5,0.412,0.00648335,0.12395,-9.2345,0.0359,127.863,0.5605,25.5,6,1
medieval,0.637191533,0.491866667,228890.7333,0.33028,0.513535367,0.094653333,-17.24813333,0.062193333,114.7478,0.355866667,0,2,1
medieval ensemble,0.0005746,0.7396,356613.2,0.6324,0.7446,0.08816,-7.3604,0.08368,129.3784,0.4946,0,2,0
medieval folk,0.472812201,0.422149321,250967.9351,0.422063348,0.220993386,0.23846644,-11.74092157,0.047576094,116.5587345,0.318371342,28.77828054,7,1
medieval rock,0.004306306,0.422875,247063.7188,0.9186875,0.032280266,0.6964,-4.95146875,0.083971875,131.0774063,0.3775,10.71875,7,1
meditation,0.691602084,0.269485825,376303.8072,0.240804015,0.649055982,0.123683425,-21.61982165,0.046232763,102.7784987,0.176764242,39.54025974,5,1
medway sound,0.154753545,0.493545455,205609.9697,0.690606061,0.003367937,0.168609091,-8.505757576,0.038721212,130.7166667,0.577,0,9,1
melancholia,0.464003244,0.489834058,253766.4446,0.475484625,0.173102586,0.189284033,-11.71406993,0.042027278,119.7929648,0.415562044,39.85808813,0,1
melbourne bounce,0.041959504,0.739574074,239190.2963,0.784166667,0.177962222,0.236885185,-5.955277778,0.085392593,121.3531111,0.598277778,44.85185185,1,1
melbourne bounce international,0.063211591,0.678200149,214538.6354,0.781404018,0.500297752,0.161337202,-6.676986607,0.08837619,127.3402321,0.434169196,19.37425595,7,1
melbourne indie,0.00149,0.443,312227,0.737,0.0032,0.121,-4.509,0.0293,115.277,0.746,55,0,1
mellow gold,0.319786149,0.554215059,243000.8994,0.568067858,0.053266632,0.197572608,-10.70450955,0.056462845,120.7948729,0.583821627,36.10287163,7,1
melodic death metal,0.061190042,0.358838636,269545.6597,0.888543939,0.333606201,0.301219318,-5.573790152,0.077464867,116.4474563,0.330823201,32.57291667,3,1
melodic deathcore,0.069950833,0.499555556,219180.1944,0.880888889,0.012051484,0.138569444,-6.329055556,0.095275,111.9895,0.369055556,39.83333333,7,1
melodic dubstep,0.029290232,0.464234535,657419.9831,0.803147929,0.147752371,0.307313556,-5.316099157,0.093120244,138.4299892,0.215287466,36.02779272,11,1
melodic groove metal,0.001091828,0.405444444,235066.4444,0.929888889,0.014490884,0.106877778,-5.551055556,0.1181,129.9171667,0.364222222,52.38888889,7,1
melodic hard rock,0.119121256,0.485444444,264145.6296,0.715314815,0.037641148,0.225866667,-9.366907407,0.045461111,125.9353704,0.349233333,43.83333333,9,1
melodic hardcore,0.025595101,0.390561183,188309.5942,0.877644858,0.079003541,0.231508437,-6.155060157,0.084061431,128.5460324,0.477332677,39.80983569,4,1
melodic metal,0.12922634,0.39025401,333878.6053,0.78476271,0.069809799,0.277347915,-6.149518358,0.072558918,130.5118278,0.268237554,28.39744982,9,0
melodic metalcore,0.044803997,0.413718353,228455.5871,0.877627798,0.116538764,0.22740494,-5.294905168,0.107681374,128.2370569,0.330902287,44.61808834,7,1
melodic rap,0.215048512,0.722055402,211185.2711,0.614003381,0.031463184,0.152841308,-7.012100759,0.155454157,127.3287329,0.503413648,57.73444341,1,1
melodic techno,0.0122859,0.707090909,377394.0909,0.716909091,0.742581818,0.099109091,-8.383727273,0.055918182,123.908,0.272454545,4.818181818,10,0
melodic thrash,0.002419953,0.348411476,264969.3549,0.930556912,0.099021083,0.229305411,-5.039218855,0.114445352,133.4412743,0.281510382,40.23569024,7,1
melodipop,0.000309,0.811,427270,0.75,0.924,0.0553,-10.339,0.0602,127.995,0.813,0,6,1
meme rap,0.205241103,0.765404553,160795.7102,0.631199804,0.04537436,0.157843978,-7.394088731,0.231105886,126.2294563,0.563331826,64.71289522,1,1
memphis americana,0.22864,0.545,208424,0.4026,0.000438,0.11128,-10.5392,0.03248,124.4054,0.408,38.8,11,1
memphis blues,0.733054553,0.591175268,195242.0325,0.432732033,0.112757492,0.159091315,-11.68941497,0.076003122,119.6439276,0.659909562,18.11391022,7,1
memphis hip hop,0.093800136,0.790556016,257374.9361,0.71748065,0.043351511,0.152557834,-6.491866079,0.194872594,128.4070109,0.597954276,43.38950327,1,1
memphis soul,0.42769562,0.591458335,228155.8526,0.43127324,0.125242952,0.198714219,-11.72564276,0.048010929,120.3456903,0.638273415,28.62907461,0,1
mento,0.885036628,0.650928488,174623.3535,0.497122868,0.133643466,0.224899845,-8.991674031,0.121798275,107.4691126,0.828254457,6.930620155,5,1
merengue,0.470605081,0.667726487,259371.4441,0.671449109,0.012245978,0.165568322,-9.27931898,0.075718096,135.1709066,0.860508011,37.41906861,7,1
merengue tipico,0.387973764,0.622415934,258417.4206,0.750619231,0.015677878,0.099915549,-8.343912912,0.096638352,150.28625,0.890668681,35.58186813,9,1
merseybeat,0.447096893,0.526878522,167818.3029,0.561889573,0.032804862,0.196868211,-9.755821111,0.056259991,122.7936148,0.684511726,31.7765306,7,1
messianic praise,0.71025,0.3225,228711.1667,0.21435,0.000111,0.255791667,-16.24816667,0.031941667,117.6474167,0.284416667,46,7,1
metal,0.048099264,0.39114845,276030.3087,0.846558626,0.220513439,0.259127736,-7.65791465,0.081924336,125.4198584,0.350692656,35.35160171,9,1
metal catala,0.000887,0.503,385232,0.458,0.664,0.0809,-9.972,0.0297,160.003,0.398,1,7,0
metal catarinense,0.34822,0.14328,218954.8,0.978,0.529398,0.4106,-1.894,0.09292,102.5836,0.06544,0,4,1
metal gotico,0.298,0.432,164522,0.625,1.34E-05,0.156,-6.773,0.201,74.815,0.438,0,3,0
metal guitar,0.066477046,0.407484737,309967.3291,0.808687018,0.556225035,0.231266754,-9.27395386,0.077907789,130.0604184,0.341316579,30.13701754,6,1
metal mineiro,0.007382471,0.386909091,260052.1364,0.944454545,0.107796409,0.190409091,-6.142363636,0.122145455,121.093,0.199622727,40.95454545,4,1
metalcore,0.106780591,0.420796572,232483.6783,0.830006578,0.101486558,0.217432064,-5.904510874,0.089036814,128.488743,0.369506981,37.38219128,7,1
metallic hardcore,0.06903418,0.3602,215675,0.8814,0.05700836,0.2382,-3.5574,0.14032,136.4608,0.2554,7.8,7,1
metropopolis,0.192821357,0.576639322,239183.7615,0.691927393,0.118426325,0.182259209,-6.837634827,0.066393371,125.1937438,0.441088952,49.14164474,5,1
mexican classic rock,0.416515339,0.494948245,261648.4642,0.546541795,0.101529042,0.168767891,-10.94898871,0.068193181,136.1037583,0.651849989,37.91543707,6,1
mexican classical,0.987411765,0.476235294,180363.4706,0.052975294,0.806176471,0.122105882,-28.07005882,0.0515,92.74494118,0.446,1.411764706,9,1
mexican edm,2.68E-06,0.467,36965,0.901,0.953,0.466,-8.468,0.0474,130.031,0.258,5,7,1
mexican hip hop,0.10796434,0.730178175,250777.6615,0.70252586,0.132502384,0.197857275,-6.797996786,0.133608175,109.8377303,0.662026958,45.83624339,11,1
mexican indie,0.064461111,0.637811111,262177.4778,0.728066667,0.006540355,0.254877778,-7.9913,0.063486667,128.0984667,0.639433333,56.93333333,11,0
mexican metal,8.99E-06,0.183,263333,0.978,0.643,0.378,-4.346,0.126,129.633,0.0793,2,5,1
mexican pop,0.324158497,0.639629723,236850.3292,0.641943718,0.019201009,0.185207644,-7.788921469,0.057508487,127.6469577,0.576530633,54.31754748,7,1
mexican pop punk,0.00904,0.488,207787,0.897,5.91E-05,0.311,-6.503,0.114,172.054,0.814,69,8,1
mexican rock,0.190807438,0.570269376,260543.5729,0.683479931,0.078992043,0.23133385,-8.862033651,0.066897806,134.1190421,0.564980785,51.86170355,4,1
mexican rock-and-roll,0.595771692,0.527198449,168385.4789,0.492628129,0.051084193,0.185438343,-10.18471147,0.044068077,122.720632,0.657926956,36.6834238,7,1
mexican tech house,0.00055,0.801,430476,0.812,0.723,0.0208,-8.958,0.0444,125.988,0.276,0,1,1
mexican techno,6.35E-05,0.775,431484,0.69,0.899,0.682,-9.097,0.0797,128,0.0326,0,7,1
mexican traditional,0.527766667,0.524357143,149492.7143,0.71852381,0.000754336,0.128690476,-6.72547619,0.04625,117.1255476,0.909690476,16.04761905,0,1
miami bass,0.03562521,0.844401544,266681.5649,0.631712381,0.071721572,0.21096653,-10.6877907,0.17007775,129.568576,0.619590808,34.51116162,1,1
miami hip hop,0.160492843,0.720682851,212754.0591,0.687493149,0.009652538,0.253270747,-7.293666651,0.181678392,126.0216651,0.558171133,52.19603398,11,1
miami indie,0.0124,0.585,264000,0.62,0.0164,0.135,-9.075,0.0538,80.021,0.725,55,6,1
miami metal,0.005869533,0.528,215227,0.823,0.057096667,0.179666667,-4.513666667,0.0449,100.6216667,0.338333333,52,5,0
michigan indie,0.468,0.527,297237.5,0.7795,0.02005695,0.13675,-9.392,0.1412,109.7695,0.585,34,2,1
microhouse,0.23650258,0.602828309,329296.9265,0.61227174,0.585640897,0.16463125,-11.06925123,0.068871814,124.6264988,0.391327696,21.25612745,5,1
microtonal,0.9174,0.28085,411973.3,0.13902,0.5695,0.13584,-21.0744,0.05071,105.4385,0.06001,5.6,0,1
middle earth,0.870386904,0.199815695,178091.6475,0.089287015,0.327672701,0.116655797,-26.08274004,0.036804423,89.15819343,0.209638972,51.7038577,7,0
middle eastern traditional,0.983083333,0.219916667,252623.75,0.728333333,0.383708333,0.625166667,-6.233833333,0.049908333,79.37891667,0.384416667,0.083333333,2,1
midwest americana,0.540253275,0.52118125,246989.7438,0.4196875,0.091276525,0.323,-9.812675,0.039518125,113.3029875,0.390825,24.4,7,1
midwest emo,0.07129121,0.473236364,219587.4768,0.712082828,0.115710617,0.158249091,-7.427125253,0.048877475,122.1419212,0.443921414,44.19191919,7,1
military cadence,0.800454545,0.535636364,148600.0909,0.267845455,0.010390136,0.219245455,-12.086,0.040290909,111.2396364,0.539090909,20.18181818,0,1
military rap,0.024721667,0.65075,245800.4167,0.744166667,1.77E-06,0.340041667,-6.284291667,0.105858333,118.9665417,0.368166667,59.45833333,9,1
milwaukee indie,0.463346,0.417,215676.5,0.5305,0.176605,0.12515,-10.3495,0.045875,131.766,0.42375,24.5,7,1
mindfulness,0.07485,0.3635,151211.5,0.41953095,0.504335,0.584,-12.645,0.03945,64.979,0.226,28.25,9,1
minecraft,0.409373276,0.59637931,186519.3276,0.508131207,0.377942931,0.102068966,-12.42348276,0.114956897,112.9436379,0.364882759,57.39655172,11,1
minimal dub,0.0124285,0.661,432923.75,0.81475,0.90575,0.1795,-10.342,0.074525,129.26325,0.367,9,7,1
minimal dubstep,0.00879,0.392,302134,0.67,0.851,0.133,-9.193,0.0513,170.006,0.0688,0,1,1
minimal melodic techno,0.0332018,0.7579,486067.6,0.61252,0.74934,0.093696,-10.22144,0.084474,126.28856,0.53109,0.88,6,1
minimal tech house,0.036334729,0.77103642,569089.637,0.730988889,0.727733679,0.117195309,-9.778719136,0.062662469,124.7034556,0.394211481,4.511111111,11,0
minimal techno,0.1170931,0.705221795,377195.5821,0.675776026,0.696122071,0.147563013,-10.1557109,0.068582821,125.2708878,0.393744551,7.592948718,0,1
minimal wave,0.157598528,0.5891,271776.68,0.66096,0.525050328,0.203612,-8.96884,0.048698,137.05422,0.470856,17.14,9,0
minimalism,0.857771593,0.299191465,363147.1217,0.175141268,0.541544504,0.123946062,-24.06076724,0.049179658,99.63355184,0.239804228,37.46235208,4,1
minneapolis indie,0.241263984,0.51614127,284057.5325,0.601645397,0.135169196,0.190663175,-9.234718254,0.07013,141.5270333,0.527469206,20.32301587,9,1
minneapolis metal,0.000989,0.602,273194,0.955,0.0133,0.207,-4.888,0.154,126.009,0.193,58,6,1
minneapolis punk,0.000635901,0.2675,154671.8,0.8946,0.181965,0.1333,-6.6513,0.17635,162.7624,0.4629,37.3,11,1
minneapolis sound,0.187078828,0.710887675,323421.6231,0.616120284,0.060014135,0.170433766,-10.77726923,0.050100628,119.2896024,0.666353073,36.19897924,11,1
minnesota hip hop,0.184752025,0.78274113,204383.1403,0.695094349,0.011536898,0.19603752,-5.41248022,0.155698932,112.757417,0.700440816,57.22967033,11,0
mississippi hip hop,0.339593009,0.699211579,286941.86,0.65052,0.005409145,0.224520632,-7.307422105,0.130159158,107.8075458,0.455335263,53.28210526,8,1
mississippi indie,0.289872,0.605,277144.8,0.646,0.12296,0.14906,-8.8858,0.03586,133.8474,0.3628,3.4,4,0
mizrahi,0.656,0.316714286,277078.2857,0.257942857,0.529357143,0.143,-19.05785714,0.041171429,105.7567143,0.213385714,37.71428571,5,0
mluvene slovo,0.674,0.493,202560,0.588,3.78E-06,0.128,-5.821,0.0574,147.049,0.731,0,5,0
mod revival,0.085860013,0.439986111,198783.6944,0.754958333,0.015823736,0.261752778,-8.166041667,0.058390278,149.7278472,0.635152778,37.65277778,4,1
modern alternative pop,0.105726104,0.598592593,164516.9259,0.684074074,0.004639518,0.331074074,-6.520111111,0.124103704,112.1062963,0.541333333,42.51851852,5,0
modern alternative rock,0.111288612,0.559709929,224749.0567,0.755578389,0.071604037,0.191829343,-6.009874228,0.069135442,121.0299665,0.476191833,51.65495045,2,1
modern big band,0.438633333,0.458444444,577202.5556,0.605622222,0.181433,0.442222222,-10.42766667,0.0823,122.0055556,0.577555556,27.33333333,8,1
modern blues,0.342214389,0.548718105,291035.7677,0.529775136,0.117715641,0.178275835,-10.68995354,0.048580606,122.6018658,0.568802318,38.07064894,9,1
modern blues rock,0.194029008,0.538105392,254676.6916,0.678931611,0.0927053,0.202543886,-6.920419574,0.067159787,121.5918455,0.503654541,48.40047243,7,1
modern bollywood,0.405376807,0.672202241,355352.2004,0.608690511,0.055214463,0.189773566,-8.736450803,0.12878911,113.515859,0.644710983,20.70994428,7,1
modern cello,0.179588333,0.339,328722.3333,0.305583333,0.54042025,0.160666667,-15.24666667,0.054158333,104.2368333,0.120408333,46.58333333,10,1
modern country rock,0.208088053,0.571034006,213247.8307,0.710560841,0.043427539,0.18702691,-6.20462433,0.056187545,125.2583133,0.57740848,51.2744288,7,1
modern dream pop,0.271810401,0.517050794,241250.6865,0.639476984,0.430210156,0.135104206,-7.551453968,0.039363651,134.1927079,0.428509127,52.28174603,0,1
modern folk rock,0.416444263,0.582008101,259617.0703,0.546486317,0.110925962,0.193804317,-9.2530812,0.048120943,125.3709244,0.522333511,50.51835189,0,1
modern funk,0.343942993,0.653878704,297539.6201,0.6261875,0.384359905,0.155018897,-9.173870293,0.068984136,116.826862,0.678647809,34.73989198,0,1
modern hard rock,0.085985795,0.512130435,246718.0326,0.76425,0.00507902,0.316626087,-7.03926087,0.065034783,125.1242935,0.477358696,37.35869565,11,1
modern indie pop,0.334734124,0.635590476,218773.4571,0.551952381,0.067524529,0.235271429,-8.413780952,0.141761905,115.6930571,0.509095238,63.8,5,1
modern jazz piano,0.73208547,0.506803419,439054.9658,0.229453162,0.460458389,0.116797436,-16.8251453,0.070910256,92.51747863,0.141015385,23.88034188,5,1
modern jazz trio,0.481444444,0.547666667,272079.8889,0.357488889,0.886444444,0.235666667,-15.90977778,0.071711111,135.8717778,0.527111111,43.33333333,0,1
modern old-time,0.1603,0.48625,255586.25,0.5985,5.27E-06,0.15775,-6.9685,0.02905,153.386,0.68725,47.5,9,1
modern performance,0.876348211,0.190477895,366632.6632,0.106351474,0.569428563,0.127233895,-25.36705895,0.045966211,83.83708526,0.127841158,15.36,1,1
modern power pop,0.055451364,0.490797582,190282.1173,0.844004995,0.088138807,0.163587197,-6.24514371,0.063683926,138.86532,0.673636685,34.68321012,2,1
modern psychedelic folk,0.0422,0.724666667,328653.3333,0.709,0.232666667,0.060266667,-12.08533333,0.037833333,136.247,0.758666667,55.66666667,11,0
modern reggae,0.259348315,0.713153425,231258.2892,0.540432145,0.013517882,0.172390519,-8.380612164,0.205669843,123.2462796,0.684403602,42.5541029,7,1
modern rock,0.157962074,0.5407149,252433.0962,0.716778921,0.083039449,0.192204579,-6.521634014,0.065515598,124.2513255,0.47792234,52.80629628,7,1
modern salsa,0.449859329,0.6155856,285386.3024,0.722542205,3.68E-05,0.225023776,-6.877800061,0.05197996,117.0834855,0.791444274,47.70416468,0,1
